"site","date","rawdata","imputed_param"
"Earlwood",2014-01-01,5.3,5.3
"Earlwood",2014-01-02,12.2,12.2
"Earlwood",2014-01-03,9.7,9.7
"Earlwood",2014-01-04,11.7,11.7
"Earlwood",2014-01-05,7.8,7.8
"Earlwood",2014-01-06,9.6,9.6
"Earlwood",2014-01-07,5.4,5.4
"Earlwood",2014-01-08,3.3,3.3
"Earlwood",2014-01-09,3.4,3.4
"Earlwood",2014-01-10,2.7,2.7
"Earlwood",2014-01-11,6.6,6.6
"Earlwood",2014-01-12,6.2,6.2
"Earlwood",2014-01-13,8,8
"Earlwood",2014-01-14,5.9,5.9
"Earlwood",2014-01-15,6.8,6.8
"Earlwood",2014-01-16,7.4,7.4
"Earlwood",2014-01-17,8.1,8.1
"Earlwood",2014-01-18,6.4,6.4
"Earlwood",2014-01-19,10.1,10.1
"Earlwood",2014-01-20,7.3,7.3
"Earlwood",2014-01-21,6.8,6.8
"Earlwood",2014-01-22,7.9,7.9
"Earlwood",2014-01-23,4.9,4.9
"Earlwood",2014-01-24,8,8
"Earlwood",2014-01-25,6.3,6.3
"Earlwood",2014-01-26,3.9,3.9
"Earlwood",2014-01-27,4.4,4.4
"Earlwood",2014-01-28,3.1,3.1
"Earlwood",2014-01-29,5.2,5.2
"Earlwood",2014-01-30,4.9,4.9
"Earlwood",2014-01-31,6.1,6.1
"Earlwood",2014-02-01,9.5,9.5
"Earlwood",2014-02-02,3.8,3.8
"Earlwood",2014-02-03,5.3,5.3
"Earlwood",2014-02-04,7.9,7.9
"Earlwood",2014-02-05,3.6,3.6
"Earlwood",2014-02-06,3.3,3.3
"Earlwood",2014-02-07,6.6,6.6
"Earlwood",2014-02-08,3,3
"Earlwood",2014-02-09,4.5,4.5
"Earlwood",2014-02-10,10.1,10.1
"Earlwood",2014-02-11,10.9,10.9
"Earlwood",2014-02-12,13.6,13.6
"Earlwood",2014-02-13,10.4,10.4
"Earlwood",2014-02-14,8.1,8.1
"Earlwood",2014-02-15,10.2,10.2
"Earlwood",2014-02-16,13.4,13.4
"Earlwood",2014-02-17,4.6,4.6
"Earlwood",2014-02-18,5.9,5.9
"Earlwood",2014-02-19,9,9
"Earlwood",2014-02-20,6.1,6.1
"Earlwood",2014-02-21,5.8,5.8
"Earlwood",2014-02-22,12.5,12.5
"Earlwood",2014-02-23,8.7,8.7
"Earlwood",2014-02-24,5.3,5.3
"Earlwood",2014-02-25,4.9,4.9
"Earlwood",2014-02-26,6.5,6.5
"Earlwood",2014-02-27,6.3,6.3
"Earlwood",2014-02-28,5,5
"Earlwood",2014-03-01,4,4
"Earlwood",2014-03-02,2.8,2.8
"Earlwood",2014-03-03,1.6,1.6
"Earlwood",2014-03-04,2.9,2.9
"Earlwood",2014-03-05,8.2,8.2
"Earlwood",2014-03-06,8.8,8.8
"Earlwood",2014-03-07,8.4,8.4
"Earlwood",2014-03-08,2.6,2.6
"Earlwood",2014-03-09,3.6,3.6
"Earlwood",2014-03-10,3.7,3.7
"Earlwood",2014-03-11,4.9,4.9
"Earlwood",2014-03-12,6.5,6.5
"Earlwood",2014-03-13,4.2,4.2
"Earlwood",2014-03-14,4.9,4.9
"Earlwood",2014-03-15,7,7
"Earlwood",2014-03-16,8.3,8.3
"Earlwood",2014-03-17,19.3,19.3
"Earlwood",2014-03-18,8.4,8.4
"Earlwood",2014-03-19,7.1,7.1
"Earlwood",2014-03-20,5.6,5.6
"Earlwood",2014-03-21,5.9,5.9
"Earlwood",2014-03-22,5.3,5.3
"Earlwood",2014-03-23,8,8
"Earlwood",2014-03-24,5.4,5.4
"Earlwood",2014-03-25,5.2,5.2
"Earlwood",2014-03-26,4.4,4.4
"Earlwood",2014-03-27,5.8,5.8
"Earlwood",2014-03-28,5.1,5.1
"Earlwood",2014-03-29,7.3,7.3
"Earlwood",2014-03-30,7.1,7.1
"Earlwood",2014-03-31,5.6,5.6
"Earlwood",2014-04-01,5.8,5.8
"Earlwood",2014-04-02,6.1,6.1
"Earlwood",2014-04-03,7.5,7.5
"Earlwood",2014-04-04,4.1,4.1
"Earlwood",2014-04-05,4.2,4.2
"Earlwood",2014-04-06,2.4,2.4
"Earlwood",2014-04-07,2.8,2.8
"Earlwood",2014-04-08,5.6,5.6
"Earlwood",2014-04-09,8.3,8.3
"Earlwood",2014-04-10,9.6,9.6
"Earlwood",2014-04-11,6.3,6.3
"Earlwood",2014-04-12,4,4
"Earlwood",2014-04-13,3.2,3.2
"Earlwood",2014-04-14,3,3
"Earlwood",2014-04-15,2.8,2.8
"Earlwood",2014-04-16,5.2,5.2
"Earlwood",2014-04-17,3.1,3.1
"Earlwood",2014-04-18,8.1,8.1
"Earlwood",2014-04-19,8.1,8.1
"Earlwood",2014-04-20,8.5,8.5
"Earlwood",2014-04-21,12.6,12.6
"Earlwood",2014-04-22,14.7,14.7
"Earlwood",2014-04-23,13.3,13.3
"Earlwood",2014-04-24,11,11
"Earlwood",2014-04-25,6.4,6.4
"Earlwood",2014-04-26,10.7,10.7
"Earlwood",2014-04-27,5.3,5.3
"Earlwood",2014-04-28,4.7,4.7
"Earlwood",2014-04-29,7.2,7.2
"Earlwood",2014-04-30,7.8,7.8
"Earlwood",2014-05-01,6.3,6.3
"Earlwood",2014-05-02,10.5,10.5
"Earlwood",2014-05-03,4.8,4.8
"Earlwood",2014-05-04,2.9,2.9
"Earlwood",2014-05-05,6.2,6.2
"Earlwood",2014-05-06,6.7,6.7
"Earlwood",2014-05-07,3.7,3.7
"Earlwood",2014-05-08,6.1,6.1
"Earlwood",2014-05-09,7.6,7.6
"Earlwood",2014-05-10,11.7,11.7
"Earlwood",2014-05-11,9.9,9.9
"Earlwood",2014-05-12,6,6
"Earlwood",2014-05-13,8.6,8.6
"Earlwood",2014-05-14,9.2,9.2
"Earlwood",2014-05-15,10.7,10.7
"Earlwood",2014-05-16,10.7,10.7
"Earlwood",2014-05-17,13.4,13.4
"Earlwood",2014-05-18,15.1,15.1
"Earlwood",2014-05-19,11.9,11.9
"Earlwood",2014-05-20,9.3,9.3
"Earlwood",2014-05-21,14,14
"Earlwood",2014-05-22,17.9,17.9
"Earlwood",2014-05-23,16.9,16.9
"Earlwood",2014-05-24,10.5,10.5
"Earlwood",2014-05-25,15.8,15.8
"Earlwood",2014-05-26,15.6,15.6
"Earlwood",2014-05-27,11.3,11.3
"Earlwood",2014-05-28,6,6
"Earlwood",2014-05-29,4.5,4.5
"Earlwood",2014-05-30,5.1,5.1
"Earlwood",2014-05-31,8,8
"Earlwood",2014-06-01,10.3,10.3
"Earlwood",2014-06-02,8.4,8.4
"Earlwood",2014-06-03,7.9,7.9
"Earlwood",2014-06-04,4.7,4.7
"Earlwood",2014-06-05,5.7,5.7
"Earlwood",2014-06-06,4.7,4.7
"Earlwood",2014-06-07,4.7,4.7
"Earlwood",2014-06-08,7.5,7.5
"Earlwood",2014-06-09,4.7,4.7
"Earlwood",2014-06-10,6,6
"Earlwood",2014-06-11,8.4,8.4
"Earlwood",2014-06-12,13,13
"Earlwood",2014-06-13,14.4,14.4
"Earlwood",2014-06-14,9.6,9.6
"Earlwood",2014-06-15,4.3,4.3
"Earlwood",2014-06-16,7.1,7.1
"Earlwood",2014-06-17,5.4,5.4
"Earlwood",2014-06-18,6.8,6.8
"Earlwood",2014-06-19,10.1,10.1
"Earlwood",2014-06-20,10.7,10.7
"Earlwood",2014-06-21,13,13
"Earlwood",2014-06-22,14.8,14.8
"Earlwood",2014-06-23,13.4,13.4
"Earlwood",2014-06-24,2.3,2.3
"Earlwood",2014-06-25,4.8,4.8
"Earlwood",2014-06-26,6.8,6.8
"Earlwood",2014-06-27,7.2,7.2
"Earlwood",2014-06-28,2.5,2.5
"Earlwood",2014-06-29,2.7,2.7
"Earlwood",2014-06-30,3.9,3.9
"Earlwood",2014-07-01,4.5,4.5
"Earlwood",2014-07-02,9.8,9.8
"Earlwood",2014-07-03,17.5,17.5
"Earlwood",2014-07-04,17.9,17.9
"Earlwood",2014-07-05,11.9,11.9
"Earlwood",2014-07-06,5.7,5.7
"Earlwood",2014-07-07,6.2,6.2
"Earlwood",2014-07-08,8.9,8.9
"Earlwood",2014-07-09,10.8,10.8
"Earlwood",2014-07-10,7.5,7.5
"Earlwood",2014-07-11,4.7,4.7
"Earlwood",2014-07-12,7.2,7.2
"Earlwood",2014-07-13,6.4,6.4
"Earlwood",2014-07-14,5.6,5.6
"Earlwood",2014-07-15,13.5,13.5
"Earlwood",2014-07-16,11.8,11.8
"Earlwood",2014-07-17,8.1,8.1
"Earlwood",2014-07-18,5.6,5.6
"Earlwood",2014-07-19,5,5
"Earlwood",2014-07-20,7.1,7.1
"Earlwood",2014-07-21,9.3,9.3
"Earlwood",2014-07-22,11.2,11.2
"Earlwood",2014-07-23,13.6,13.6
"Earlwood",2014-07-24,17.4,17.4
"Earlwood",2014-07-25,12.3,12.3
"Earlwood",2014-07-26,12.6,12.6
"Earlwood",2014-07-27,13.4,13.4
"Earlwood",2014-07-28,10.2,10.2
"Earlwood",2014-07-29,5.2,5.2
"Earlwood",2014-07-30,6.1,6.1
"Earlwood",2014-07-31,3.5,3.5
"Earlwood",2014-08-01,5.2,5.2
"Earlwood",2014-08-02,5.2,5.2
"Earlwood",2014-08-03,12.6,12.6
"Earlwood",2014-08-04,11.4,11.4
"Earlwood",2014-08-05,13.4,13.4
"Earlwood",2014-08-06,19.5,19.5
"Earlwood",2014-08-07,8,8
"Earlwood",2014-08-08,13.6,13.6
"Earlwood",2014-08-09,22.7,22.7
"Earlwood",2014-08-10,12.9,12.9
"Earlwood",2014-08-11,6.9,6.9
"Earlwood",2014-08-12,NA,5.56329966755971
"Earlwood",2014-08-13,8.3,8.3
"Earlwood",2014-08-14,7.4,7.4
"Earlwood",2014-08-15,9.5,9.5
"Earlwood",2014-08-16,10.2,10.2
"Earlwood",2014-08-17,3.7,3.7
"Earlwood",2014-08-18,NA,2.51979141957968
"Earlwood",2014-08-19,7.5,7.5
"Earlwood",2014-08-20,4.8,4.8
"Earlwood",2014-08-21,5.2,5.2
"Earlwood",2014-08-22,4.7,4.7
"Earlwood",2014-08-23,7,7
"Earlwood",2014-08-24,10.8,10.8
"Earlwood",2014-08-25,8.5,8.5
"Earlwood",2014-08-26,4.4,4.4
"Earlwood",2014-08-27,5.6,5.6
"Earlwood",2014-08-28,7.2,7.2
"Earlwood",2014-08-29,5.9,5.9
"Earlwood",2014-08-30,NA,3.63408461229353
"Earlwood",2014-08-31,5.6,5.6
"Earlwood",2014-09-01,9.5,9.5
"Earlwood",2014-09-02,5.5,5.5
"Earlwood",2014-09-03,3.5,3.5
"Earlwood",2014-09-04,3.2,3.2
"Earlwood",2014-09-05,5.2,5.2
"Earlwood",2014-09-06,5.1,5.1
"Earlwood",2014-09-07,NA,4.41527538335904
"Earlwood",2014-09-08,NA,7.31146891851008
"Earlwood",2014-09-09,4.9,4.9
"Earlwood",2014-09-10,6.9,6.9
"Earlwood",2014-09-11,NA,7.68343142390534
"Earlwood",2014-09-12,7.1,7.1
"Earlwood",2014-09-13,5.8,5.8
"Earlwood",2014-09-14,10.6,10.6
"Earlwood",2014-09-15,9.2,9.2
"Earlwood",2014-09-16,9.4,9.4
"Earlwood",2014-09-17,5.5,5.5
"Earlwood",2014-09-18,4.2,4.2
"Earlwood",2014-09-19,5.2,5.2
"Earlwood",2014-09-20,7,7
"Earlwood",2014-09-21,6.1,6.1
"Earlwood",2014-09-22,NA,7.03409625861517
"Earlwood",2014-09-23,6.4,6.4
"Earlwood",2014-09-24,10,10
"Earlwood",2014-09-25,8.1,8.1
"Earlwood",2014-09-26,7.1,7.1
"Earlwood",2014-09-27,5.5,5.5
"Earlwood",2014-09-28,8.1,8.1
"Earlwood",2014-09-29,7.3,7.3
"Earlwood",2014-09-30,10.7,10.7
"Earlwood",2014-10-01,4,4
"Earlwood",2014-10-02,5.6,5.6
"Earlwood",2014-10-03,7.3,7.3
"Earlwood",2014-10-04,8.5,8.5
"Earlwood",2014-10-05,15.6,15.6
"Earlwood",2014-10-06,12.7,12.7
"Earlwood",2014-10-07,9.5,9.5
"Earlwood",2014-10-08,8,8
"Earlwood",2014-10-09,5.2,5.2
"Earlwood",2014-10-10,5.9,5.9
"Earlwood",2014-10-11,12.1,12.1
"Earlwood",2014-10-12,14.7,14.7
"Earlwood",2014-10-13,10.3,10.3
"Earlwood",2014-10-14,4,4
"Earlwood",2014-10-15,4.9,4.9
"Earlwood",2014-10-16,7.3,7.3
"Earlwood",2014-10-17,8.2,8.2
"Earlwood",2014-10-18,5.8,5.8
"Earlwood",2014-10-19,5,5
"Earlwood",2014-10-20,8.3,8.3
"Earlwood",2014-10-21,3.9,3.9
"Earlwood",2014-10-22,3.1,3.1
"Earlwood",2014-10-23,7.6,7.6
"Earlwood",2014-10-24,11.9,11.9
"Earlwood",2014-10-25,12,12
"Earlwood",2014-10-26,14,14
"Earlwood",2014-10-27,12.9,12.9
"Earlwood",2014-10-28,9.1,9.1
"Earlwood",2014-10-29,7.4,7.4
"Earlwood",2014-10-30,12.4,12.4
"Earlwood",2014-10-31,17.5,17.5
"Earlwood",2014-11-01,10.8,10.8
"Earlwood",2014-11-02,3.8,3.8
"Earlwood",2014-11-03,5.9,5.9
"Earlwood",2014-11-04,6.4,6.4
"Earlwood",2014-11-05,11.8,11.8
"Earlwood",2014-11-06,10.7,10.7
"Earlwood",2014-11-07,8.9,8.9
"Earlwood",2014-11-08,6,6
"Earlwood",2014-11-09,9.6,9.6
"Earlwood",2014-11-10,6.7,6.7
"Earlwood",2014-11-11,9.3,9.3
"Earlwood",2014-11-12,6,6
"Earlwood",2014-11-13,4.7,4.7
"Earlwood",2014-11-14,11.9,11.9
"Earlwood",2014-11-15,10,10
"Earlwood",2014-11-16,5.2,5.2
"Earlwood",2014-11-17,7.1,7.1
"Earlwood",2014-11-18,7.7,7.7
"Earlwood",2014-11-19,6.6,6.6
"Earlwood",2014-11-20,7.8,7.8
"Earlwood",2014-11-21,14.5,14.5
"Earlwood",2014-11-22,10.2,10.2
"Earlwood",2014-11-23,15.4,15.4
"Earlwood",2014-11-24,10.1,10.1
"Earlwood",2014-11-25,8.5,8.5
"Earlwood",2014-11-26,9.1,9.1
"Earlwood",2014-11-27,6.6,6.6
"Earlwood",2014-11-28,5.2,5.2
"Earlwood",2014-11-29,6.4,6.4
"Earlwood",2014-11-30,9.5,9.5
"Earlwood",2014-12-01,9.7,9.7
"Earlwood",2014-12-02,9.5,9.5
"Earlwood",2014-12-03,9.7,9.7
"Earlwood",2014-12-04,NA,6.721654486144
"Earlwood",2014-12-05,NA,6.08724324481404
"Earlwood",2014-12-06,7.7,7.7
"Earlwood",2014-12-07,6.3,6.3
"Earlwood",2014-12-08,6.7,6.7
"Earlwood",2014-12-09,6,6
"Earlwood",2014-12-10,4.8,4.8
"Earlwood",2014-12-11,5.5,5.5
"Earlwood",2014-12-12,4.8,4.8
"Earlwood",2014-12-13,3.8,3.8
"Earlwood",2014-12-14,5.8,5.8
"Earlwood",2014-12-15,6,6
"Earlwood",2014-12-16,8,8
"Earlwood",2014-12-17,10.8,10.8
"Earlwood",2014-12-18,10.2,10.2
"Earlwood",2014-12-19,6.9,6.9
"Earlwood",2014-12-20,7.6,7.6
"Earlwood",2014-12-21,5.9,5.9
"Earlwood",2014-12-22,4.8,4.8
"Earlwood",2014-12-23,6.7,6.7
"Earlwood",2014-12-24,7.5,7.5
"Earlwood",2014-12-25,8.5,8.5
"Earlwood",2014-12-26,7.1,7.1
"Earlwood",2014-12-27,7.1,7.1
"Earlwood",2014-12-28,4.2,4.2
"Earlwood",2014-12-29,4.3,4.3
"Earlwood",2014-12-30,NA,NA
"Earlwood",2014-12-31,13,13
"Liverpool",2003-01-01,10.3,10.3
"Liverpool",2003-01-02,10.1,10.1
"Liverpool",2003-01-03,8.3,8.3
"Liverpool",2003-01-04,8.7,8.7
"Liverpool",2003-01-05,6.5,6.5
"Liverpool",2003-01-06,6.2,6.2
"Liverpool",2003-01-07,8.9,8.9
"Liverpool",2003-01-08,15,15
"Liverpool",2003-01-09,20.4,20.4
"Liverpool",2003-01-10,17.4,17.4
"Liverpool",2003-01-11,8.7,8.7
"Liverpool",2003-01-12,8.4,8.4
"Liverpool",2003-01-13,11.6,11.6
"Liverpool",2003-01-14,13.5,13.5
"Liverpool",2003-01-15,11.5,11.5
"Liverpool",2003-01-16,8.1,8.1
"Liverpool",2003-01-17,13.7,13.7
"Liverpool",2003-01-18,23.5,23.5
"Liverpool",2003-01-19,14.1,14.1
"Liverpool",2003-01-20,15.9,15.9
"Liverpool",2003-01-21,45.9,45.9
"Liverpool",2003-01-22,14.5,14.5
"Liverpool",2003-01-23,12.9,12.9
"Liverpool",2003-01-24,16,16
"Liverpool",2003-01-25,14.9,14.9
"Liverpool",2003-01-26,43.7,43.7
"Liverpool",2003-01-27,24,24
"Liverpool",2003-01-28,8.8,8.8
"Liverpool",2003-01-29,13.8,13.8
"Liverpool",2003-01-30,31.4,31.4
"Liverpool",2003-01-31,21,21
"Liverpool",2003-02-01,9.3,9.3
"Liverpool",2003-02-02,9.1,9.1
"Liverpool",2003-02-03,5.9,5.9
"Liverpool",2003-02-04,6.4,6.4
"Liverpool",2003-02-05,9.4,9.4
"Liverpool",2003-02-06,8.5,8.5
"Liverpool",2003-02-07,8.8,8.8
"Liverpool",2003-02-08,14.3,14.3
"Liverpool",2003-02-09,6.3,6.3
"Liverpool",2003-02-10,14.8,14.8
"Liverpool",2003-02-11,13.9,13.9
"Liverpool",2003-02-12,8.1,8.1
"Liverpool",2003-02-13,14.5,14.5
"Liverpool",2003-02-14,12.7,12.7
"Liverpool",2003-02-15,13.5,13.5
"Liverpool",2003-02-16,14.9,14.9
"Liverpool",2003-02-17,11.9,11.9
"Liverpool",2003-02-18,7.2,7.2
"Liverpool",2003-02-19,8.8,8.8
"Liverpool",2003-02-20,11.6,11.6
"Liverpool",2003-02-21,8.7,8.7
"Liverpool",2003-02-22,5.7,5.7
"Liverpool",2003-02-23,3.5,3.5
"Liverpool",2003-02-24,7.3,7.3
"Liverpool",2003-02-25,NA,NA
"Liverpool",2003-02-26,NA,NA
"Liverpool",2003-02-27,NA,NA
"Liverpool",2003-02-28,NA,NA
"Liverpool",2003-03-01,NA,NA
"Liverpool",2003-03-02,NA,NA
"Liverpool",2003-03-03,NA,NA
"Liverpool",2003-03-04,NA,NA
"Liverpool",2003-03-05,NA,NA
"Liverpool",2003-03-06,NA,NA
"Liverpool",2003-03-07,NA,NA
"Liverpool",2003-03-08,NA,NA
"Liverpool",2003-03-09,NA,NA
"Liverpool",2003-03-10,NA,NA
"Liverpool",2003-03-11,NA,NA
"Liverpool",2003-03-12,NA,NA
"Liverpool",2003-03-13,NA,NA
"Liverpool",2003-03-14,NA,NA
"Liverpool",2003-03-15,NA,NA
"Liverpool",2003-03-16,NA,NA
"Liverpool",2003-03-17,NA,NA
"Liverpool",2003-03-18,NA,NA
"Liverpool",2003-03-19,NA,NA
"Liverpool",2003-03-20,NA,NA
"Liverpool",2003-03-21,NA,NA
"Liverpool",2003-03-22,NA,NA
"Liverpool",2003-03-23,NA,NA
"Liverpool",2003-03-24,NA,NA
"Liverpool",2003-03-25,NA,NA
"Liverpool",2003-03-26,NA,NA
"Liverpool",2003-03-27,NA,NA
"Liverpool",2003-03-28,NA,NA
"Liverpool",2003-03-29,NA,NA
"Liverpool",2003-03-30,NA,NA
"Liverpool",2003-03-31,NA,NA
"Liverpool",2003-04-01,NA,NA
"Liverpool",2003-04-02,NA,NA
"Liverpool",2003-04-03,5.1,5.1
"Liverpool",2003-04-04,1.5,1.5
"Liverpool",2003-04-05,2.6,2.6
"Liverpool",2003-04-06,5.1,5.1
"Liverpool",2003-04-07,6.8,6.8
"Liverpool",2003-04-08,15.4,15.4
"Liverpool",2003-04-09,9.6,9.6
"Liverpool",2003-04-10,7.6,7.6
"Liverpool",2003-04-11,5.7,5.7
"Liverpool",2003-04-12,5.8,5.8
"Liverpool",2003-04-13,8.6,8.6
"Liverpool",2003-04-14,7.1,7.1
"Liverpool",2003-04-15,7.4,7.4
"Liverpool",2003-04-16,4.8,4.8
"Liverpool",2003-04-17,2.1,2.1
"Liverpool",2003-04-18,1.5,1.5
"Liverpool",2003-04-19,2.9,2.9
"Liverpool",2003-04-20,2.4,2.4
"Liverpool",2003-04-21,2.7,2.7
"Liverpool",2003-04-22,5.6,5.6
"Liverpool",2003-04-23,7.8,7.8
"Liverpool",2003-04-24,11.8,11.8
"Liverpool",2003-04-25,7.6,7.6
"Liverpool",2003-04-26,4.4,4.4
"Liverpool",2003-04-27,3.5,3.5
"Liverpool",2003-04-28,8.3,8.3
"Liverpool",2003-04-29,7.9,7.9
"Liverpool",2003-04-30,8.9,8.9
"Liverpool",2003-05-01,7.7,7.7
"Liverpool",2003-05-02,10.7,10.7
"Liverpool",2003-05-03,10.8,10.8
"Liverpool",2003-05-04,6.6,6.6
"Liverpool",2003-05-05,3.8,3.8
"Liverpool",2003-05-06,9,9
"Liverpool",2003-05-07,11.5,11.5
"Liverpool",2003-05-08,18.4,18.4
"Liverpool",2003-05-09,11.9,11.9
"Liverpool",2003-05-10,6.4,6.4
"Liverpool",2003-05-11,6.5,6.5
"Liverpool",2003-05-12,4.8,4.8
"Liverpool",2003-05-13,4,4
"Liverpool",2003-05-14,5.4,5.4
"Liverpool",2003-05-15,4.4,4.4
"Liverpool",2003-05-16,2.2,2.2
"Liverpool",2003-05-17,3.6,3.6
"Liverpool",2003-05-18,5.7,5.7
"Liverpool",2003-05-19,5.7,5.7
"Liverpool",2003-05-20,7.4,7.4
"Liverpool",2003-05-21,3.1,3.1
"Liverpool",2003-05-22,3.5,3.5
"Liverpool",2003-05-23,6.9,6.9
"Liverpool",2003-05-24,6.9,6.9
"Liverpool",2003-05-25,2.6,2.6
"Liverpool",2003-05-26,3.2,3.2
"Liverpool",2003-05-27,3,3
"Liverpool",2003-05-28,7.2,7.2
"Liverpool",2003-05-29,11.1,11.1
"Liverpool",2003-05-30,16,16
"Liverpool",2003-05-31,17,17
"Liverpool",2003-06-01,14.2,14.2
"Liverpool",2003-06-02,13.1,13.1
"Liverpool",2003-06-03,9.8,9.8
"Liverpool",2003-06-04,13.1,13.1
"Liverpool",2003-06-05,7.5,7.5
"Liverpool",2003-06-06,8.5,8.5
"Liverpool",2003-06-07,4.1,4.1
"Liverpool",2003-06-08,8.6,8.6
"Liverpool",2003-06-09,8.5,8.5
"Liverpool",2003-06-10,15.9,15.9
"Liverpool",2003-06-11,13.6,13.6
"Liverpool",2003-06-12,7.9,7.9
"Liverpool",2003-06-13,7.7,7.7
"Liverpool",2003-06-14,7.1,7.1
"Liverpool",2003-06-15,3,3
"Liverpool",2003-06-16,7.7,7.7
"Liverpool",2003-06-17,9.1,9.1
"Liverpool",2003-06-18,14.8,14.8
"Liverpool",2003-06-19,16.7,16.7
"Liverpool",2003-06-20,20.9,20.9
"Liverpool",2003-06-21,6.7,6.7
"Liverpool",2003-06-22,6.3,6.3
"Liverpool",2003-06-23,9.1,9.1
"Liverpool",2003-06-24,11.2,11.2
"Liverpool",2003-06-25,9.3,9.3
"Liverpool",2003-06-26,5.5,5.5
"Liverpool",2003-06-27,5.7,5.7
"Liverpool",2003-06-28,10.1,10.1
"Liverpool",2003-06-29,6.4,6.4
"Liverpool",2003-06-30,11.9,11.9
"Liverpool",2003-07-01,5.4,5.4
"Liverpool",2003-07-02,NA,4.46854077400643
"Liverpool",2003-07-03,NA,8.17211915769988
"Liverpool",2003-07-04,8.5,8.5
"Liverpool",2003-07-05,14.2,14.2
"Liverpool",2003-07-06,16.4,16.4
"Liverpool",2003-07-07,29.9,29.9
"Liverpool",2003-07-08,42.6,42.6
"Liverpool",2003-07-09,13.6,13.6
"Liverpool",2003-07-10,16.5,16.5
"Liverpool",2003-07-11,16.5,16.5
"Liverpool",2003-07-12,7.4,7.4
"Liverpool",2003-07-13,11.3,11.3
"Liverpool",2003-07-14,13.6,13.6
"Liverpool",2003-07-15,10,10
"Liverpool",2003-07-16,23,23
"Liverpool",2003-07-17,11.4,11.4
"Liverpool",2003-07-18,11.2,11.2
"Liverpool",2003-07-19,8.2,8.2
"Liverpool",2003-07-20,6.4,6.4
"Liverpool",2003-07-21,13.1,13.1
"Liverpool",2003-07-22,13.7,13.7
"Liverpool",2003-07-23,13.2,13.2
"Liverpool",2003-07-24,NA,3.17844381875673
"Liverpool",2003-07-25,3.7,3.7
"Liverpool",2003-07-26,2.5,2.5
"Liverpool",2003-07-27,5.8,5.8
"Liverpool",2003-07-28,10.7,10.7
"Liverpool",2003-07-29,6,6
"Liverpool",2003-07-30,2.4,2.4
"Liverpool",2003-07-31,5.3,5.3
"Liverpool",2003-08-01,8.1,8.1
"Liverpool",2003-08-02,14.5,14.5
"Liverpool",2003-08-03,18.8,18.8
"Liverpool",2003-08-04,16.5,16.5
"Liverpool",2003-08-05,13.2,13.2
"Liverpool",2003-08-06,11.6,11.6
"Liverpool",2003-08-07,14.2,14.2
"Liverpool",2003-08-08,12.3,12.3
"Liverpool",2003-08-09,8.9,8.9
"Liverpool",2003-08-10,8.3,8.3
"Liverpool",2003-08-11,11.3,11.3
"Liverpool",2003-08-12,17.7,17.7
"Liverpool",2003-08-13,11,11
"Liverpool",2003-08-14,3.6,3.6
"Liverpool",2003-08-15,9.2,9.2
"Liverpool",2003-08-16,10.6,10.6
"Liverpool",2003-08-17,13.8,13.8
"Liverpool",2003-08-18,4.6,4.6
"Liverpool",2003-08-19,2.5,2.5
"Liverpool",2003-08-20,4.2,4.2
"Liverpool",2003-08-21,9.5,9.5
"Liverpool",2003-08-22,17.2,17.2
"Liverpool",2003-08-23,20.3,20.3
"Liverpool",2003-08-24,NA,NA
"Liverpool",2003-08-25,4.1,4.1
"Liverpool",2003-08-26,4.5,4.5
"Liverpool",2003-08-27,6,6
"Liverpool",2003-08-28,9.8,9.8
"Liverpool",2003-08-29,15,15
"Liverpool",2003-08-30,11.1,11.1
"Liverpool",2003-08-31,3.6,3.6
"Liverpool",2003-09-01,6.3,6.3
"Liverpool",2003-09-02,6.9,6.9
"Liverpool",2003-09-03,7,7
"Liverpool",2003-09-04,22.7,22.7
"Liverpool",2003-09-05,18.8,18.8
"Liverpool",2003-09-06,27,27
"Liverpool",2003-09-07,9,9
"Liverpool",2003-09-08,8.3,8.3
"Liverpool",2003-09-09,17.6,17.6
"Liverpool",2003-09-10,21.6,21.6
"Liverpool",2003-09-11,NA,NA
"Liverpool",2003-09-12,NA,NA
"Liverpool",2003-09-13,NA,NA
"Liverpool",2003-09-14,NA,NA
"Liverpool",2003-09-15,NA,NA
"Liverpool",2003-09-16,NA,NA
"Liverpool",2003-09-17,NA,NA
"Liverpool",2003-09-18,NA,NA
"Liverpool",2003-09-19,NA,NA
"Liverpool",2003-09-20,NA,NA
"Liverpool",2003-09-21,NA,NA
"Liverpool",2003-09-22,NA,NA
"Liverpool",2003-09-23,NA,NA
"Liverpool",2003-09-24,NA,NA
"Liverpool",2003-09-25,NA,NA
"Liverpool",2003-09-26,NA,NA
"Liverpool",2003-09-27,NA,NA
"Liverpool",2003-09-28,NA,NA
"Liverpool",2003-09-29,NA,NA
"Liverpool",2003-09-30,NA,NA
"Liverpool",2003-10-01,NA,NA
"Liverpool",2003-10-02,NA,NA
"Liverpool",2003-10-03,NA,NA
"Liverpool",2003-10-04,NA,NA
"Liverpool",2003-10-05,NA,NA
"Liverpool",2003-10-06,NA,NA
"Liverpool",2003-10-07,NA,NA
"Liverpool",2003-10-08,NA,NA
"Liverpool",2003-10-09,NA,NA
"Liverpool",2003-10-10,NA,NA
"Liverpool",2003-10-11,NA,NA
"Liverpool",2003-10-12,NA,NA
